score,video_id,title,channel_title,published_at,viewCount,likeCount,commentCount,description
224946.77226840745,oTw6U_JUrEY,&quot;자매품 아닌데&quot; 빵 대표의 설움 #shorts / YTN, YTN,2025-12-26 00:51:37+00:00,6385329,44763,4327,자신이 만든 빵과 유사한 제품이 전국 사찰에서 판매되고 있기 때문이었습니다. 제작 : 고현주 ▷ 기사 원문 ...
224943.49865793754,2OIBdQ9XmxY,요즘 핫한 10분 끓인 너구리를 친구놈한테 먹여봤습니다 #제품리뷰 #너구리,자취리뷰,2025-12-28 02:59:29+00:00,5604102,26249,729,"영상의 BGM은 ""Bgm-로봇""의 공식 채널에서 만들어졌습니다! : )"
183184.48043321568,nGs18r8IcU0,[프나] 허당미 넘치는 아이돌,오늘도프나,2026-01-09 03:01:05+00:00,900428,11228,125,프로미스나인 #fromis_9 #송하영 #박지원 #이채영 #이나경 #백지헌 #허당 #바보 #두쫀쿠 #고구마 #걸그룹 #아이돌 #shorts 출처 : 두 ...
177587.1297069469,IdrZgRNl3Xk,PC방 사장님 영업 비밀.. 짜파게티 10분 끓이기?,푸키키 fookikie,2026-01-10 13:52:09+00:00,444127,1624,78,짜파게티 10분동안 끓여본적 있음? 요즘 10분 끓여먹는 라면이 유행(?)이던데 짜파게티는 불 없이 전자렌지에서 10분이면 돼요❕ ...
132072.950140106,LM3jgXolKz4,아직도 유행이라길래 직접 만들어봤다 | 두바이 쫀득쿠키,아침밥 차려주는 남편 YoriHoney,2026-01-01 09:15:03+00:00,2349254,29916,676,
105531.04682287056,4QpFSiqRKtY,손이 많이 가는 건 편견! #편스토랑｜KBS 260102 방송,KBS 한국방송,2026-01-03 11:20:00+00:00,1512947,4442,139,편스토랑 금요일 저녁 8시 30분 KBS 2TV #신상출시편스토랑 #편스토랑 #KBS #kbs2 #붐 #이연복 #효정 #강수정 #남보라 #김강우 ...
89808.36993723335,WXH8F7-oZvA,"요거트에 과자를 꽂으면, 치즈 케이크가 된다고?!",지현쿡,2025-12-25 10:44:41+00:00,2634240,21615,54,치즈케이크 #케이크만들기.
86370.22533619954,sLzE-DHqfME,솔직히 기대 안 했는데... 한 입 먹고 충격받았습니다. 흑백리뷰,흑백리뷰,2026-01-05 09:01:21+00:00,963425,3764,2674,본 영상은 굽네치킨의 유료광고가 포함되어 있습니다소스~라치게 놀랄 맛의 한 방! 소스 맛집 굽네의 야심작 '추추 치킨 스테이크'!
79726.73405191026,PCq39f6CWFw,일본에서 엄청 유행하는 치즈케이크,저받손,2025-12-21 07:30:02+00:00,2887103,20142,508,https://www.youtube.com/channel/UCWNgDGJiOBASPPnJ2Ax9TJQ/join 비즈니스메일 - jeobatson@gmail.com #치즈케이크 #일본 ...
59868.81949414566,sRMsMapPQzY,"이번 크리스마스에 케이크 대신, 두바이 쫀득김밥?!",지현쿡,2025-12-17 10:17:10+00:00,2550121,27567,227,두바이쫀득쿠키 #두바이쫀득김밥.
59570.47578307372,Ij2ZCPzkOZo,흑백요리사2 요리괴물의 실체.. 현직 후배가 올린 충격적인 폭로글 내용,요즘 이거,2025-12-29 09:43:05+00:00,1355431,4947,1580,미슐랭 쓰리스타 수셰프 출신으로 압도적인 포스를 자랑하며 '흑백요리사2' 최고의 화제 인물로 등극한 요리괴물! 방송에서 대선배인 ...
53486.253597735726,HD2NwVyXwnw,요즘 미국에서 피자 박스를 던지는 진짜 이유 #미국트렌드 #피자문화 #푸드꿀팁 #해외이슈 #쇼츠추천,잉여지식연구소,2025-12-17 13:46:47+00:00,2273009,1490,100,"요즘 미국에서는 피자 박스를 바닥에 던지는 독특한 행동이 화제가 되고 있습니다. 처음 보면 장난처럼 보이지만, 이 행동에는 나름의 ..."
53204.351609767895,beC2KklJpNA,롯데리아 침착맨 버거? 솔직히 말씀드립니다 흑백리뷰,흑백리뷰,2026-01-06 08:01:00+00:00,506942,5942,658,흑백리뷰 #햄버거 #롯데리아 롯데리아 통다리 크리스피 치킨 버거 먹방 리뷰.
52744.221469864504,GkO9bqNuxd8,두찜 신상 대창 닭발 먹어봤습니다,돼끼 baby_pig_rabbit,2026-01-05 09:55:20+00:00,582296,9488,106,
51832.52957645348,vCBmR7VpUSE,편의점에도 두쫀쿠가 나왔다고..?,잭푸디,2026-01-03 07:06:52+00:00,757591,2785,111,
50154.700259216705,DFWVpjVGKXs,1월 생일이신분들 축하드려요 🎉 요즘 핫한 요거트치즈케이크 🤩#청담언니 #요리하는메이크업아티스트,청담언니,2026-01-03 11:02:33+00:00,716660,9227,275,
48436.33500294987,j3phLykm9QM,‘흑백요리사2’ 의외인 흑수저 셰프들 음식 가격,하꼴만,2025-12-22 02:00:57+00:00,1692352,4946,1153,
47920.4496645373,6pU_WiKOZl4,요즘 핫한 초간단 그릭치즈케이크 레시피 | 요거트 3종비교 | &#39;이걸&#39; 써야 성공함,밥플레이리스트,2026-01-05 08:42:12+00:00,534455,4653,47,
47506.328835015134,IEBueS1sjz8,요즘 유행 &#39;두쫀쿠&#39; 아랍인 먹방 근황 ㅋㅋㅋ,요즘밈,2026-01-03 09:09:00+00:00,684761,8985,245,두바이쫀득쿠키.
46805.377295991275,GMu6jhheJlI,유행 간식 먹을 때 엄마 특 ㅋㅋㅋ(ft.두바이 쫀득쿠키),유유타이거_유타가족TV,2026-01-04 03:38:43+00:00,614255,9431,184,
45981.33497764191,GL3_ZlBsVA0,일본에서 유행중인 치즈케이크 만들기,레시피 읽어주는 여자,2025-12-30 12:36:13+00:00,957926,9412,89,일본치즈케이크 #치즈케이크 #요거트케이크.
45692.32221442699,A7UhKN0JBHU,박나래 주사에 당했던 5명의 연예인들! #박나래 #주사이모 #이슈,이해불가 | 연예계 이슈,2025-12-14 16:14:59+00:00,2156286,14355,759,박나래 주사에 당했던 연예인들을 소개하고 있습니다.
42697.91800709459,PPElXWQfvyk,#연말파티 #치즈케이크 #빠다코코넛,이비쿡스 Yibicooooks,2025-12-28 01:00:38+00:00,1066347,7854,84,
38460.6312120659,jvhz3L4THrY,요즘 핫한 단어리듬게임 피아노로 하는방법 #saythewordonbeat,퍼니피아노 : FunnyPiano,2025-12-30 07:29:00+00:00,815441,5611,49,"도솔도솔 도솔도솔 . . . . Piano : Yamaha S90XS , KORG Pa700 Youtube ..."
37797.1341185098,qDJyxMWV6ZI,저렴이 고구마도 꿀이 뚝뚝 흐르게 굽는 법,지현쿡,2025-12-28 09:00:45+00:00,918586,14319,51,고구마 #고구마에어프라이어.
37298.67989283164,mkKR88GeywA,[1탄] 2025년에 유행했던 음식 모음! 이중에서 몇 개나 먹어봤어요~?🔥,또호 DDO_HO,2025-12-30 11:24:50+00:00,779051,8149,81,ㅡDDO HO⭐ ♬HO INSTAGRAM | https://www.instagram.com/ddo.ho ㅡ ddo_ho@sandboxnetwork.net ㅡ #유행 #유행음식 #두 ...
36072.76603497584,1z8NOVbX19k,달골한 디저트로 연기하는 소녀,이게뭐냥,2025-12-18 17:45:00+00:00,1451277,21393,151,
36016.10194510978,DprMqitGjfY,두쫀쿠 재벌 된 박지원의 두쫀쿠 먹방 ㅣ 요즘 핫한 21가지 디저트 리뷰 #젼메추 ep2,스프 : 스튜디오 프로미스나인,2026-01-08 09:00:14+00:00,216848,8482,1153,두쫀쿠 #디저트 #젤리 우리 아부지도 먹고 반하신 두쫀쿠와 요즘 핫하다는 디저트들까지 싹 먹어봄…   ※두당스파이크 주의 ...
35143.92416854947,5h9ssL2hDWo,진짜 두바이 쫀득 쿠키는 이런겁니다,HONG SOUND,2025-12-29 12:45:52+00:00,789877,6195,149,
34937.854334398704,JSoaNUgxIeE,여행 간다면 이렇게! 트렌디한 요즘 스타일 음본나 찍는 법 🍜📸,하이슬기 Hi Seulgi,2025-12-13 03:00:25+00:00,1729943,24518,186,SEULGI #슬기 #shorts #mz #트렌드 #음본나 Copyright c 2025 Studio Episode & SM Entertainment - All Rights Reserved.
34153.994189731144,RSDDTx5f_X4,"한해 1,500만원 쓰면서 찾은 국내 파인다이닝 TOP5  [2025 연간재슐랭 파인다이닝 부문] #shorts #맛집",재슐랭가이드,2025-12-28 08:37:06+00:00,832397,9156,196,[2025 연간재슐랭 파인다이닝 best 5] 연간재슐랭 파인다이닝 편입니다 2025년 1년간 올린 파인다이닝 영상 중에 제일 맛있었던 5곳 ...
33562.33214778623,2j_lrzyA1tk,편의점 두바이 실체 ㄷㄷ,냠냠,2025-12-31 10:30:25+00:00,646928,6931,159,"냠냠~ 오늘 영상 속에는 제품 태그가 되어 있고, 여러분이 구매하면 저한테 소~소한 수익이 생길 수 있어요! 영상 제작에 큰 힘이 ..."
32793.5743339519,PRyPX_JKeRI,"조회수 1,420만뷰 찍은 전설의 라면 레시피?",푸키키 fookikie,2026-01-11 11:35:58+00:00,32454,149,27,현존하는 오뚜기 라면중에 가장 맵다는 스코빌 지수 7500에 달하는 (불닭보다 높음) 더핫 열라면을 아시나요? 이게 기존 열라면의 1.5 ...
31474.905617673485,S83WULDBdBU,"2025년 유행 음식, 싹 다 모으면 얼마?",또호 DDO_HO,2025-12-27 09:26:39+00:00,814995,12113,109,ㅡDDO HO⭐ ♬HO INSTAGRAM | https://www.instagram.com/ddo.ho ㅡ ddo_ho@sandboxnetwork.net ㅡ #2025년 #유행음식 ...
31411.7083824028,MF83F9PRZTg,요즘 CJ 관련 연예인 이슈에 관계자의 음모론을 들었는데..,짤짤정치,2025-12-22 17:35:43+00:00,1056713,12913,260,이재명#유시민#김어준#뉴스공장#주진우#홍사훈#매불쇼#최욱#정청래#shorts#쇼츠 [   구독] ⬅ 눌러주시면 큰 힘이 됩니다!
31402.19164904507,BOgnaDGBtL8,요즘 유행하는 불닭 조합,한세 HANSE,2026-01-10 09:00:30+00:00,88539,960,20,불닭미역국 #불닭볶음탕면 #불닭볶음면.
30143.074988977947,zhgttJUorQw,"롯데리아를 까려고 나왔다는 침착맨 콜라보,, 얼마나 &quot;롯&quot; 스럽지 않을까!?",잇츠오니 ! (Eat's Oni ),2026-01-06 12:20:12+00:00,277630,2764,153,먹방 #햄버거 #햄버거먹방 #침착맨 #롯데리아 #롯데리아먹방 #통다리크리스피치킨버거 #침착맨콜라보 #내돈내산 #솔직리뷰.
27703.797123231016,SY4njkfghzg,요즘 난리난 편의점 꾸덕젤리 먹방!😋다 섞으니까 ㅎㄷㄷ,현오 HyunO,2025-12-14 04:13:00+00:00,1320857,18507,273,shorts #꾸덕젤리 #편의점 #젤리 #이모티콘 #이모티콘먹방 #먹방 #asmr.
26917.509640121792,JLqlQTKnyWE,성질 급한 사람을 위한,소개팁 IntroTip,2025-12-27 05:45:04+00:00,704306,8317,75,이건 진짜 업소비밀이라는데?! 업장에선 김치 볶아놨다가 쓴다더라구요! 뒷다리살이나 목살 조금만 같이 넣어주면 몇 분 안 끓여도 ...
25905.75006959654,CvHbwIC_6Fw,요즘 유행하는 고구마 먹는 방법,WaRaEat와라잇,2025-12-30 10:35:58+00:00,537749,9860,209,
25704.255376577355,zs5Hpp4e8YI,침착맨×롯데리아 신상버거 ‘통다리 크리스피치킨버거’ 솔직리뷰,잡식맨 JOBXICMAN,2026-01-06 06:33:27+00:00,246299,2787,300,
25167.774298169228,pH9_aTus5ok,두바이쫀득쿠키 두쫀쿠 페니면 레시피,깨비두두리,2026-01-06 08:25:42+00:00,238198,2522,55,요새 SNS에 두바이 초콜릿에 이어서 두바이쫀득쿠키 두쫀쿠가 유행 대란이여서 계속 만드는 영상이 뜨더라고요 두바이 초콜릿은 ...
24993.476071591664,VONM1uGHDfg,코스트코 겨울 시즌이 제일 미친 이유,떡볶퀸 Tteokbokqueen,2026-01-08 10:49:24+00:00,149782,1569,102,신상 탈탈 털어보았습니다^^ 00:00 코스트코 한국 패치 완 00:38 진짜 부산떡볶이라고? 02:08 대만표 고퀄 해물만두   02:59 신상을 ...
24293.30980097269,-x-mzIHYaKs,일본에서 난리 난 치즈케이크,뚜비두밥 맛있는밥,2025-12-31 13:36:41+00:00,463694,2879,34,재료는 딱 2가지면 완성! 요거트는 무가당 요거트 말고 무조건 달달하고 맛있는 요거트로 고르고 (소와나무 생크림 요거트 추천) 과자 ...
23545.881961649968,J_U2T59pj8k,겨울만 되면 시작되는 최대의 난제.. 귤🍊이냐 딸기🍓냐 그것이 문제로다 | [점주님 계산이요 🛒],CU [씨유튜브],2026-01-05 10:00:34+00:00,261365,83,3,까다 보면 한 박스 순삭해버리는 귤   한 입만 먹어도 겨울 감성 느껴지는 딸기   겨울만 되면 빠질 수 없는 과일 양대산맥이 이제는 ...
23282.95051829174,7mT-YuHwRgA,2025 밈으로 만든 노래,빨간내복야코,2025-12-13 03:00:11+00:00,1150344,11767,2077,"안녕하세요! 병맛노래를 만들고 있는 빨간내복야코입니다 재미있으셨다면 구독 한번 부탁드립니다! 야코 스튜디오 빨간내복야코, ..."
23211.137934043905,8NsCR6Lc0Nw,요즘 유행하는 키보드 키링 저렴하게 만들기⌨️🛠️,나움 naum,2026-01-04 09:22:43+00:00,294604,3219,22,
22590.182752988618,rCKk1r71I-w,"재구매 의사까진..없는..추성훈 추추 치킨 스테이크,, 왜냐구요?",잇츠오니 ! (Eat's Oni ),2026-01-04 13:52:56+00:00,279552,2971,215,먹방 #치킨 #치킨먹방 #굽네치킨 #굽네치킨먹방 #추성훈 #추성훈스테이크 #추성훈추추치킨스테이크 #추추치킨스테이크 #솔직리뷰 ...
21803.163973190774,zTsdGwi_7Vk,🧆두쫀쿠 vs 두쫀쿠🧆,말랑이랑 with a malang,2026-01-04 01:01:26+00:00,289346,2835,66,"본 영상은 특정 브랜드 또는 제품의 홍보, 광고, 구매 유도를 목적으로 하지 않습니다. ✔️콘텐츠의 목적은 정보 제공 및 사례 공유에 ..."
20652.106760019855,4XcEq-Fd6i8,일본에서 유행하는 스퀴시 이거 알아?? #shorts,Jings ASMR 징스,2025-12-22 10:01:48+00:00,701700,9403,236,과일 #스퀴시 #asmr먹방 #과일주스 #과일먹방 #モミモミジュース #asmrmukbanger #asmreatingsounds #fruiteating #fruitjuice ...
20609.120811638008,fTolLTL2DoM,스팀에어프라이어 사야하는 이유랄까,푸디수첩 Foodie Note,2025-12-23 14:39:06+00:00,666799,1826,145,"요즘 많이 보이길래 써본 스팀에어프라이어. 위에는 삼겹살, 아래에는 야채 넣어서 한 번에 같이 굽는 방식으로 조리해봤어요. 기름은 ..."
20170.35918291512,QKQ9Bft03zY,대용량으로 쟁길 수 밖에 없는 간식템,먹쪼이,2025-12-31 09:33:54+00:00,385011,7041,530,"요즘 가장 핫한 사탕✨ 무설탕 작고 귀여운 캔디 스쿱캔디로 유명한 베트남 짱맛캔디   12가지맛 , 진짜맛있어요❤️ 사우어캔디도 ..."
20011.67748112168,Jpdn5aqrs4k,요즘 해외에서는 이렇게 먹는게 유행이래요,오늘 뭐 먹지?,2026-01-06 07:49:54+00:00,190635,1160,68,베이비벨치즈(껍질채 먹는 거 아님ㅋㅋ)+불닭 @@근데 이게 도대체 왜 유행인지 아는 사람..?
19988.98792249867,7OFU7woamyk,파리바게트 신상 베리밤! 과연 딸기일까?!,맛미손,2025-12-15 04:33:47+00:00,922588,5482,1000,파리바게트 신상   베리밤 먹어봤어요     실물 보자마자 크기가 너무 아담해서 놀랐고   딸기도 잘라져 올라가 있어서 완성도가 ...
19922.805740289237,pxPVQJARDkQ,요즘 유행하는 불닭미역탕면 다이어트 버전 만들어봤습니다,레시피 읽어주는 여자,2025-12-27 08:11:28+00:00,517583,4879,39,불닭미역탕면 #다이어트레시피 #컵누들레시피.
19507.805987875545,AT1wqwGJJJs,요즘 말도 안되는 공정시간으로 만들어지는 두쫀쿠 근황,디저트 교과서 Dessert Page,2025-12-16 06:54:44+00:00,867741,3043,180,
19126.703594138085,Jw_evhnskyU,역대급 토핑 신상 피자! 50배 맛있게 먹는법 (힌트 : ㅍㅈㅇㄸ),자곰 JAGOM ASMR,2026-01-10 08:05:00+00:00,53654,1679,63,shorts.
18569.78091978549,X2Fa0BvWJlA,수백개 써보고 정착한 살림템 3가지🏆,헤이두 Hejdoo,2026-01-09 09:01:00+00:00,83086,525,12,"구독자, 팔로워 분들에게 정말 도움 될 만한 살림템 어떤게 있을까 정말 많이 고민하면서 1년간 수백 개 직접 써봤어요. 나름 깐깐하게 ..."
18486.56791274393,RHktnK1OfNg,구워 먹으면 절대 안되는 CU 신상 삼겹살 아이스크림 후기,용싸부,2026-01-11 09:30:15+00:00,20869,159,3,
17989.624240333236,JUhnOXu0UhY,&quot;한국 사람들처럼 놀자&quot;…외국인들의 &#39;핫플&#39; 달라졌다 / SBS / 뉴스딱,SBS 뉴스,2025-12-26 01:00:34+00:00,507697,2194,594,최근 한국 문화에 대한 인기가 많아지면서 외국인 관광객이 크게 늘고 있는데요. 이제는 관광 방식도 예전과 많이 달라지고 있다면서요 ...
17808.151587606342,eEEjM0ryeCY,🔥 초간단 10분컷 원팬요리 🍳 류수영 달걀덮밥 🥚🍚,맛있수달,2026-01-07 09:26:00+00:00,138230,750,4,신상출시 편스토랑에서 류수영이 알려준 초간단 달걀덮밥(다마고동) 집에 있는 재료로 가능 한 번 알면 계속 해먹게 됨 ...
17703.983759020546,iw173Wtwf8Y,허당미 뿜뿜 두바이 쫀득쿠키 도둑❤️ feat 키딩 챌린지,토깽이네,2025-12-22 08:00:59+00:00,604169,6851,93,두바이쫀득쿠키 #키딩챌린지 #키링챌린지.
17100.69596401829,VNInEzNS_b8,현지 로컬 명태전 &amp;찹쌀 순대 맛집-#창원맛집 #창원가볼만한곳  #도계부부시장 #의창구맛집 #상남동맛집 경남 창원시 의창구 원이대로69번길 20-11 20 ~11,먹케이 핫플 맛집 여행 저장소,2026-01-04 11:30:59+00:00,215694,733,27,
16260.324683720897,bY_ZwiGsHw0,입에서 팡팡 터지는 초콜릿!?🎆,현오 HyunO,2026-01-09 08:00:57+00:00,71892,1912,53,입상콤달콤한 화이트 크림 속에 팝핑캔디가 팡팡!   화이트엔젤 mini 팝핑스타!   시중에 없는 정말 새로운 맛이였어요!   그냥 먹어도 ...
15776.501987146718,edRrRBDdcFU,두쫀쿠 처음 먹어본 박지원 반응,이프나,2026-01-08 11:17:18+00:00,92747,1594,57,두쫀쿠 재벌 된 박지원의 두쫀쿠 먹방 ㅣ 요즘 핫한 21가지 디저트 리뷰 #젼메추 ep2ㅣ스튜디오 프로미스나인.
15747.203989057502,Xv3HepbKc4g,[2탄] 2025년에 유행했던 음식 모음! 이중에서 몇 개나 먹어봤어요~?🔥,또호 DDO_HO,2026-01-03 03:03:04+00:00,230213,3575,77,ㅡDDO HO⭐ ♬HO INSTAGRAM | https://www.instagram.com/ddo.ho ㅡ ddo_ho@sandboxnetwork.net ㅡ #유행 #유행음식 #두 ...
15591.633329812686,TaWn2HtEDOY,상하이 편의점에 신기한 아이스크림 다 털어봄‼️(+찐 추천),프롬서희,2026-01-02 11:47:37+00:00,245733,2548,76,shorts.
13986.866685041005,CwMGOQ6kxsw,2025의 마지막을 장식할 회식 장소는 여기다! [핫플 추천 회식 맛집],핫플레이스,2025-12-19 00:18:54+00:00,216,151,0,모두 주목 연말 회식! 어디서 할지 망설이고 있다면? 맛.잘.알로 소문나는 핫플들만 엄선해서 가져왔습니당ㅎㅎ 핫플레이스가 추천 ...
13344.85515236965,ugMAjfhfKPw,폼 미쳤다고 난리 난 12월 트레이더스 신상,떡볶퀸 Tteokbokqueen,2025-12-26 09:01:57+00:00,368124,2076,151,트레이더스 신상 또 못참아버림..   00:00 더 열일하라 트더 00:21 천 원으로 떡볶이 즐기기 01:31 순대세트 살까 망설이셨던 ...
13110.440152285091,BaByqYctxSA,두쫀쿠 가격 광기에 경악하는 박지원,이프나,2026-01-08 09:46:37+00:00,77649,1520,117,두쫀쿠 재벌 된 박지원의 두쫀쿠 먹방 ㅣ 요즘 핫한 21가지 디저트 리뷰 #젼메추 ep2ㅣ스튜디오 프로미스나인.
13012.371001120271,Pf_bmmHgqz8,두쫀쿠 파티야 ~ 🧆🧆 || #두쫀쿠 #유행 #두바이 #두바이초콜릿 #먹방 #asmr #추천,콩녕,2026-01-11 08:11:08+00:00,15438,0,356,
12611.959141720568,aqc9jg9LDdI,신상 포테이토킥 출시⁉️,핫플꿀팁ㅣ팝업 • 핫플 • 스팟,2026-01-09 12:48:14+00:00,53089,257,5,"감자빵부터 키링, 티셔츠까지 득템 가능한 감자밭 마켓 북촌점 Open   매장 특징 · 갓 구워서 따끈따끈한 감자빵+감자라떼 세트 ..."
12575.111886711924,YgrEUjOhl-8,"23,000 스코빌! 불닭보다 더 맵다는 신상 라면  [용사라면 먹방]",풍월량,2026-01-07 08:00:45+00:00,95773,1882,346,용사라면 먹방 ▷ 2026년 1월 3일 방송 ▷ 다시보기 : https://chzzk.naver.com/video/11015386 #용사라면 #먹방 #풍월량 [유튜브] ...
12564.554610875979,Av3VlaT4LJA,디저트 맛집 추천 총정리 TOP6,톺,2025-12-24 10:00:18+00:00,379449,6918,8,
12430.020946069846,70LMAq5RTXQ,요즘.. 유행하는 쫀득쿠키를 아시나요? 제대로된 맛을 보고싶다면 추천! #팔레트디저트#인천디저트맛집 #계산역맛집 #인천쫀득쿠키 #쫀득쿠키맛집#인천마카롱 #계양구디저트 #계양구맛집,동키트,2025-12-14 03:40:32+00:00,596466,1276,446,
12296.640350957674,UGBLG7YPb70,"SUB) 편의점 신상 딸기 디저트 먹방 ASMR 딸기 샌드위치, 연세우유 크림빵, 연세우유 맘모스, 서울우유 크림카스테라, 서울우유 크림도넛, 딸기 찹쌀떡, 마카롱, 딸기 우유 🍓",면미니minii,2026-01-11 12:30:43+00:00,10462,515,30,딸기 디저트르 모아야 겨울임을 느낍니다   강풍 조심하시고 건강하세요~~~! It's only when I gather all these strawberry desserts ...
12141.319887096071,rxGO-IaQ3zM,롯데리아 제대로 깐다는 침착맨 버거 리뷰,배정길의 비밀레시피,2026-01-06 02:46:21+00:00,118776,1056,79,롯데리아 신메뉴 침착맨 콜라보 통다리 크리스피치킨버거 리뷰입니다. 버거의 핵심은 닭고기 구성입니다. 기존 롯데리아 치킨버거 ...
12039.7297156724,pscVpJoJuLA,레전드 쫀득한 스퀴시 만드는 법 이제야 공개합니다 ..🥹 #동딩 #추천 #스퀴시 #스퀴시만들기 #종이스퀴시 #느좋,동딩,2026-01-03 05:32:48+00:00,173243,2467,60,
11877.589390350244,A6BhWZF8IeU,(월간리뷰) 컵 젤리? 먹는 슬라임? 12월 편의점 신상 싹 가져옴‼️ @meamea.00,프롬서희,2025-12-23 12:09:07+00:00,381267,3582,38,shorts.
11849.124066993365,LSgBOIF_crE,침착맨에서 나온 치킨버거 롯데리아 근본,에드머 Edmmer,2026-01-06 10:55:38+00:00,107763,1844,52,shorts #롯데리아 #침착맨 #통다리크리스피치킨버거 #신메뉴.
11356.571954306799,eRxO2Zr7JdI,미쳐버린 SNS 유행 음식,에드머 Edmmer,2025-12-13 10:55:20+00:00,539511,11424,159,shorts #슈가폰던트 #폰던트 #fondant.
11352.424780746644,ZJJO0zD9odg,인생 매출 찍은 두바이 쫀득쿠키 카페 레시피 대공개,커픽처스 coffictures,2025-12-19 06:02:45+00:00,439039,6269,247,아낌없이 레시피를 공유해주신 일산 밤리단길 리니베이크 이혜린 사장님께 감사드립니다 :) 라자쉬마이 (한봉지 180g기준) -170도 15 ...
10928.34557517954,wm2HZB0R8Tc,"편의점 9,900원짜리⁉️ 잠자는 곰돌이 아이스크림?!",반달샘 Dalsaem,2026-01-04 09:04:53+00:00,135099,2663,53,
10802.512653165442,Qqi6DNMZ2Hs,요즘유행 버터스퀴시 휴지 얼려 부수기,오마이비키,2025-12-23 10:00:45+00:00,348650,2762,82,쇼츠 #요즘유행 #버터스퀴시.
10777.280876444414,WMVZH75gY-o,여기 데려가면 무조건 성공하는 데이트 맛집 [핫플 추천 데이트 맛집],핫플레이스,2025-12-26 01:28:36+00:00,595,320,0,어디 갈지 고민될 때 여기 데려가면 반응이 달라집니다. 연인이 인정한 데이트 맛집 리스트 5! ✿우왕소곱창 ✿서울 중구 왕십리로 413 ...
10312.246224108447,cR32LVgjACY,어디까지 나올까⁉️신상 과일 소르베 추천vs비추천,반달샘 Dalsaem,2025-12-31 09:07:15+00:00,194315,3323,44,
10274.178226144832,m2-tax6zmlc,요즘 유행이라는 불닭미역탕면은 진짜 맛있을까?,우정잉,2026-01-01 03:01:09+00:00,183346,1901,215,다시보기 날짜: 2025년 12월 22일 ◇비즈니스 문의 : biz@friendshiping.net ◇우정잉 팬카페 https://cafe.naver.com/ingsfriends ...
10221.029028914158,pxP8eQLfj6o,지금 모르면 나만 못 먹음,냠냠,2025-12-29 10:05:02+00:00,224789,3773,123,문의 namo9787@daum.net 지금 안 보면 진짜 나만 손해 보는 신상 간식들. 먹어보고 솔직하게 정리했습니다. 맛·식감·가격까지 기준 ...
10153.874173146916,YYePRQ2t9MI,해외만 팔던 신라면 골드! 정식출시!,면에 미친남자 Crazy Noodle Man,2026-01-01 08:16:13+00:00,179784,820,123,신라면골드 #치킨신라면 #shinramyungold 신라면 골드는 해외에서만 팔던 치킨 육수 버전 신라면인데 새해를 맞아 국내에 정식 출시 ...
10112.595251225508,CbtAZ67ig_c,"도쿄 브이로그 | 연말 한국 갈 준비하기 | 하타가야 핫플 모음 | 2025 마지막 출근 | 소비에 소비를 더한 일상 (아이폰 17프로, 호카 본디9)",키령kiryeong,2026-01-10 10:13:21+00:00,27793,0,35,Instagram@hi_ryeong - E-mail: secret66hr@gmail.com - Camera: iPhone 13 pro - Edit: vllo (paid) #일본브이로그 #도쿄브이로그 ...
10000.383306577665,SMnRcWdjiRk,요즘 핫한 가짜 치즈케이크,집템,2026-01-08 22:45:43+00:00,2,1,0,"요즘 핫하다는 가짜 치즈케이크 만드는 방법이에요 방법은 생각보다 간단해요. 요거트에 과자를 넣고, 최대한 많이 채운 다음 윗면 ..."
10000.332434051765,vs_5CCZnA48,#AppleRoulette#ViralAppleRouletteAppleDessert#DessertTrend#Easy#사과룰렛#사과디저트#요즘유행#디저트레시피#홈메이드디저트#간단디저트,just cooking ,2025-12-21 10:05:43+00:00,12,4,2,
9999.19630326246,r3z41V6yldA,이거 맞추는 사람 [단어리듬 게임] 상위 1%🎵,bluevent_play,2025-12-16 02:50:52+00:00,443213,2949,55,"밥,빵,밤,팥,떡 등등등~ 모든 음쓰는 가장 얇은 19cm #음식물처리기 #블루벤트 ID로 처리하세요! #단어리듬게임 #리듬게임 #게임 ..."
9954.322898135768,DuT4ryt4MUc,해외에선 두바이 쫀득쿠키 말고 이것?!,지현쿡,2025-12-22 10:09:31+00:00,333272,4529,30,티라미수 #티라미수볼.
9846.714116606683,qqluJmQ20L4,가격이 이게 맞나..싶은 치킨 신메뉴!?!?,잇츠오니 ! (Eat's Oni ),2025-12-14 09:58:50+00:00,454936,6613,749,먹방 #치킨 #치킨먹방 #치킨매니아먹방 #치킨매니아 #치빠새 #치킨에빠진새우 #왕새우튀김 순살후라이드 + 크리스피 왕새우 ...
9808.020009297708,ShtWGvXkwTA,코스트코 신상 샐러드.. 선 넘었네...#코스트코정보 #코스트코신상,코스트빠,2026-01-11 13:36:37+00:00,8295,34,2,코스트코 신상! 부라타 샐러드 이거 그냥 집에서 먹는 카페 메뉴예요… 부라타 샐러드 (Burrata Salad) ➡️ 가격: 25990원 / kg ...
9805.312146690605,RwkdpN4oib4,일본에서 난리난 ’그‘ 치즈케이크 만들기 #shorts #레시피,잔잔쿡 JANJANCOOK,2025-12-30 14:45:08+00:00,200342,1596,21,"요즘 일본에서 핫한 이유가 있네요,,, 딸기 씹힐 때마다 상큼 터지고!!! 끝까지 안 질리고 싹싹 긁어먹게 돼요 재료 사서 통에 담기만 하면 ..."
